,features,coef
424,AKAP4,0.0006511737753283969
425,GAS7,0.000650794865822154
426,RPS6KA6,0.0006447606665928984
427,MMP20,0.0006353433671779081
428,LTK,0.0006331664878050533
429,PDGFA,0.0006325215236715594
430,TACC3,0.0006320151535410388
431,DRD2,0.0006286775418144156
432,BCL3,0.0006245402194518146
433,PPARA,0.000623377381161747
434,CRTC1,0.0006226245744186727
435,DSTYK,0.0006155091903797456
436,CASP9,0.0006129182105327226
437,LMTK3,0.0006060499636305393
438,MAPKAPK3,0.0006055993827323049
439,CDK19,0.0006034526556932557
440,NTRK1,0.0006004156927866953
441,POU5F1,0.0005980196638659001
442,JARID2,0.0005958500981056426
443,THRAP3,0.0005956108472741257
444,FAM132A,0.0005906103096712063
445,HIPK2,0.0005901730907279866
446,TPM4,0.0005900383550422764
447,MAP3K7,0.0005898123039407316
448,ANGPTL4,0.0005889383273248817
449,CSNK2A2,0.000587996914827891
450,NEK7,0.00058656289101226
451,LETM2,0.0005850678876471807
452,FAM123B,0.0005824409380944594
453,OXSR1,0.0005823507237435917
454,LYN,0.0005817950183889904
455,C9orf96,0.0005801251935719477
456,PAX3,0.0005769086505920834
457,STK32C,0.0005766093051043666
458,EIF4B,0.0005738614497693899
459,TOX,0.0005729541459613455
460,CYFIP1,0.0005719161073392009
461,TNF,0.0005716934352781878
462,MSH5,0.0005709682254678028
463,PIP4K2A,0.00056937565019835
464,MAST3,0.0005641227328919309
465,CBL,0.0005633850763833396
466,XPO5,0.0005610723792596555
467,CCDC50,0.000560984952722714
468,PLCB2,0.0005599591862409106
469,INHBA,0.0005573318211430333
470,DDX6,0.0005539839943178536
471,CDKN1A,0.0005534158320585578
472,STIL,0.000552161987059331
473,ERCC2,0.0005508413264320002
474,CXCR7,0.0005497114214564271
475,ADARB2,0.0005462047430865453
476,RAD21,0.0005445864409595212
477,NEK1,0.0005422818880749449
478,ETV5,0.0005390658235046343
479,WNT1,0.0005389596481498478
480,CYP19A1,0.0005363369266368334
481,TRIB3,0.0005350259571576524
482,PIK3C3,0.0005349112507337251
483,SLC6A8,0.0005341555190054431
484,RARG,0.0005314780252804391
485,TBK1,0.0005302716696572523
486,CXCL9,0.0005302046441507549
487,KSR2,0.0005281342639170312
488,DMPK,0.0005244477922496501
489,TCF12,0.0005243894807972021
490,CTSL2,0.0005220928734196438
491,EIF5A2,0.0005211851215497193
492,PPARD,0.0005203111174391765
493,CHRNA3,0.0005198428271962446
494,LASP1,0.0005193199097185213
495,WIF1,0.0005188927838981547
496,ZFYVE9,0.0005184039832393127
497,ING1,0.000515141346573449
498,CDKN1B,0.000512817756353479
499,HERC2,0.000512714352481289
500,CARD9,0.0005094529734173932
501,BMPR1A,0.0005052867223832425
502,KSR1,0.0005007186075858219
503,INPP4B,0.0004932119277817418
504,PEX5L,0.0004923661035884676
505,MAST1,0.0004893829303398106
506,JAG2,0.0004879049234454291
507,TNFRSF8,0.0004856679279118428
508,PRKAR1B,0.00048566777317082804
509,MAPK11,0.0004846431437952722
510,NUMA1,0.0004834207787658253
511,FOXE1,0.00048213162520953097
512,STYK1,0.0004800250665483388
513,TCL6,0.00047985025475216726
514,WNK1,0.00047979677717214283
515,ELK1,0.0004777022420777479
516,GPR87,0.0004765558974731709
517,TCF21,0.000476323584029655
518,CAMKK1,0.0004746452378073873
519,SDHB,0.000471312446978938
520,DDIT3,0.0004685599990816725
521,FOXP1,0.0004678945970649545
522,NOS2,0.00046764497206282804
523,EIF5A,0.0004673593319763033
524,PRKG2,0.00046649727092762974
525,ADCK5,0.0004627690602347638
526,TFR2,0.0004627518884955071
527,HSPA4,0.0004619544724892367
528,PDE4DIP,0.0004609937419468072
529,DFFA,0.000460839688660302
530,GOLGA5,0.0004608295620283989
531,RAD51,0.00045770225701641546
532,TET2,0.000455103578503737
533,CSNK2A1,0.00045162922133851105
534,CDKN2B,0.00044964141102578977
535,EWSR1,0.00044936427942255725
536,TOP2A,0.0004491371385892418
537,SERPINB1,0.0004469712220327459
538,TSHR,0.0004466187890832614
539,UBE3B,0.0004448494036477352
540,IL1R2,0.0004422704730443562
541,BAX,0.0004414792910207578
542,FGF19,0.00044010702693699595
543,CTNNA2,0.00043987437178402206
544,IRAK4,0.0004375236645849386
545,PSKH1,0.0004360923024874002
546,FOXO4,0.000435109185599841
547,RIPK3,0.00043405479315401167
548,CLK4,0.0004334162057357965
549,NTRK2,0.00043264298495871513
550,IL2RA,0.00043186746046507737
551,ZNF643,0.00043180462338101406
552,NKX2-1,0.0004285592145512131
553,PDK4,0.00042623890627827086
554,FAS,0.00042446130690011437
555,GLYAT,0.00042333693956640044
556,LMO1,0.00042172305499514216
557,STAT6,0.0004179877001984452
558,GPR119,0.0004174891540416924
559,JAG1,0.0004165906894196762
560,IL1A,0.000414808329964212
561,DLL4,0.00041297887286972175
562,COL14A1,0.00041281253341306294
563,TWF2,0.00041136243404323145
564,MAPK8,0.00041106284028525014
565,FNBP1,0.00041026895904618685
566,PIP5K1C,0.00040881927426584017
567,ESR1,0.00040876692300029406
568,TRIM33,0.0004050766787422143
569,MLF1,0.00040190137117297395
570,PXK,0.0004011560510300058
571,CDKL1,0.00040083708320884576
572,NPRL2,0.0004002814329556033
573,CDK15,0.0004002440630379119
574,SMAD4,0.0003990207544860019
575,F8,0.0003984430718769114
576,MKNK2,0.0003953780235732487
577,WRN,0.00039397084222982375
578,MAP4K5,0.0003932599978586456
579,PNCK,0.00039243969362748944
580,ORMDL3,0.0003816871944467429
581,FNTA,0.00037889187045099987
582,CYP27B1,0.00037680190612033703
583,FANCL,0.00037678948405986846
584,NCOA4,0.00037666773261480315
585,PPARG,0.000374761224801928
586,TNFRSF13B,0.0003746209366059887
587,DAPK3,0.00037411896904586883
588,PKN2,0.00037240463152965844
589,PABPN1,0.0003718194713106586
590,CCNE1,0.00037171783275953915
591,RAC1,0.0003701449178297519
592,NR1H3,0.0003650710672311533
593,STK33,0.0003596491728873735
594,CTBP1,0.0003586418224392305
595,MAP3K11,0.0003577572580670339
596,ERBB4,0.0003569138624959692
597,SCARA5,0.0003569024049904897
598,PKMYT1,0.00035687254820290803
599,MYH1,0.00035609910670456155
600,TMPO,0.00035606599520775456
601,CTNNB1,0.00035339854953260735
602,SEMA5B,0.0003532201498407568
603,ULK3,0.0003527694784648311
604,MLLT6,0.00035020840338125615
605,BCAR1,0.00034948368979184326
606,ALPK1,0.0003489352370458548
607,CHEK2,0.0003480851107144231
608,RICTOR,0.00034798944890456846
609,EIF2B5,0.0003469095685537871
610,STK25,0.0003424111761254101
611,GRAMD1B,0.00034205332775859266
612,STK36,0.00034167980490467373
613,TFPT,0.0003402403250522434
614,RABEP1,0.0003382434944159113
615,CDKL5,0.0003381459778448783
616,PAXIP1,0.00033721452933687377
617,STAT5B,0.00033661346128316665
618,YWHAH,0.00033563115137193547
619,CDK4,0.00032941560864478816
620,DLL1,0.00032882503755333033
621,MCM4,0.0003244863447002958
622,ASH2L,0.0003234120421661004
623,HDAC8,0.00032281283443068873
624,CDK12,0.00032218198200415567
625,RPS6KB1,0.0003214752877215317
626,TRIM24,0.00031738015828906125
627,TAOK2,0.00031715361898884665
628,CCNB1,0.0003168091219474821
629,PMAIP1,0.0003142673117294426
630,DIP2C,0.0003140432620087352
631,TBX22,0.000313909751905506
632,MAP3K8,0.0003088795069339439
633,NAV3,0.00030434648922749255
634,CXCL10,0.0003042954391258025
635,BRDT,0.00030356880338111775
636,PAK4,0.000301997219276038
637,SBDS,0.0003016230938304312
638,SGK196,0.0002977356096083008
639,TMEM123,0.0002920212713576247
640,HMMR,0.00029162212157625347
641,DAPK2,0.0002892453678665872
642,GH1,0.0002890268807014979
643,VEGFC,0.0002872859829197683
644,SFRS3,0.00028689590362546656
645,PRKAA1,0.000286219066080788
646,NPM1,0.000285414754298263
647,DVL1,0.00028221784520673156
648,MAP2K5,0.00028161352969550025
649,LMNB1,0.0002803802420961056
650,EPHA5,0.00027944867025356636
651,TRIO,0.00027882058683102387
652,BIK,0.00027336568927687746
653,CYP3A4,0.0002723809672380958
654,PHOX2B,0.0002706866977236623
655,CDK14,0.0002705046894066648
656,JUNB,0.000268343657759673
657,FRS2,0.00026713635291884976
658,DIABLO,0.00026656837223705467
659,BCL9,0.0002654063124506192
660,MAGEB16,0.0002648933765493607
661,ULK1,0.00026410976183723533
662,STK38L,0.0002621975921013925
663,CYP1B1,0.0002602325550945234
664,WLS,0.0002595971539015908
665,MSN,0.0002565340825488973
666,PTPRU,0.0002517546419854559
667,CASP7,0.000251508759757149
668,KLK7,0.0002506886860044098
669,MDM2,0.0002496636544407423
670,CSNK1G2,0.00024831296590567987
671,ITPR2,0.0002476396269861143
672,CLTCL1,0.0002470332622604172
673,SET,0.00024476377272349077
674,FGFR2,0.00024343928823936263
675,ITK,0.00024215165843425842
676,FGF1,0.00024122131308184153
677,ADCK2,0.00024113450542391068
678,IRAK2,0.00023499496879703357
679,CYP1A2,0.00023444150522431594
680,CD40,0.0002316477787134536
681,RANBP17,0.00023118862093850245
682,BTG1,0.00022435855121496597
683,SLCO4A1,0.0002225218973279988
684,MYO3B,0.00022110730543626364
685,CSF2,0.00021787073967936246
686,WNK4,0.0002159017003133133
687,RBPJ,0.00021566489017442393
688,CDK7,0.00021509865891424927
689,ARHGDIB,0.0002136758046864232
690,LMNA,0.00021232642750314127
691,MUC1,0.00021115362770579484
692,ATP8B1,0.0002069794728961173
693,TPH1,0.0002056992989838255
694,TSSK1B,0.0002047823890517946
695,PCP4L1,0.00020449569580977523
696,BAG4,0.00020116315164849256
697,MMP2,0.00020106953058237083
698,ITGAV,0.00019864404093700464
699,MLLT11,0.00019726278871918368
700,EDNRB,0.00019427911745155624
701,SFPQ,0.00019211293397212222
702,PARP1,0.00019189401423215134
703,NEK2,0.00018981598501389383
704,GLI1,0.00018839896901676136
705,BAK1,0.0001865166877617317
706,TMPRSS2,0.00018562137161127722
707,HDAC4,0.0001791500356050687
708,PXDN,0.00017802878631160155
709,ACVR1B,0.00017501023644417185
710,SULF1,0.00017381753291654623
711,TNFRSF17,0.00017335533339614932
712,CPAMD8,0.0001718813311722522
713,PBK,0.00017172342307739222
714,MITF,0.0001667993798466753
715,PTPN11,0.00016561451512436733
716,IRF4,0.0001647493105753685
717,EHBP1,0.0001647246279432858
718,STRADA,0.00016422331696005924
719,FSTL3,0.0001637166351015028
720,MAST4,0.00016311248524657928
721,EDNRA,0.00016257972702191803
722,PALB2,0.00016107253161457035
723,MPPED2,0.00016023398824183368
724,SOCS3,0.0001598490171949656
725,SMARCB1,0.00015954555717132248
726,SRC,0.00015919411444054033
727,ADAM12,0.00015720733143105396
728,NOV,0.0001570517236555572
729,ELL,0.00015617622878061685
730,FBXW7,0.00015608663708153179
731,PTPN1,0.0001548682795214488
732,GATA2,0.00015328684502961777
733,ITGB6,0.00015110788713933526
734,FBLN5,0.00014892111899266654
735,ZMYND10,0.00014874742202356862
736,RALA,0.00014777553539735528
737,EPHA1,0.00014767701741647758
738,PDCD1,0.00014472656772060333
739,TLX1,0.00014299879830218697
740,CRP,0.00014290974464802118
741,HOXD13,0.0001420421543978375
742,HGF,0.00013758995945320094
743,OGG1,0.0001369542241058917
744,STK17B,0.0001368315229624765
745,SP110,0.00013515761269898498
746,MGA,0.00013416758568886333
747,EIF3H,0.000132797992026898
748,CDH2,0.00013140229180493257
749,ELN,0.0001313382285698557
750,TNFSF11,0.00013048483270581215
751,PLEKHA5,0.0001293599875072251
752,PTPN22,0.000128408731118553
753,RPN1,0.00012525480419516656
754,STK16,0.00012451262054730177
755,OLIG2,0.00012451262054730152
756,FGFR1,0.0001228141232241754
757,PRKACB,0.00012022203740964528
758,DHFR,0.00012019333588901818
759,MKRN3,0.0001188867285477407
760,TESK1,0.00011834428532929832
761,PIP5KL1,0.00011660418723209444
762,SRPK2,0.00011477583408122581
763,PDK3,0.00011238192984740664
764,CDK3,0.0001116681558634508
765,TGFB3,0.0001104548158056817
766,ATP5S,0.00010708680630188265
767,MDM4,0.0001061964695871473
768,PRAME,0.0001056017854558439
769,HOXA9,0.0001053965249273555
770,FER,0.00010533401503266793
771,ESR2,0.0001040510222858809
772,ERBB2,0.00010399950178713687
773,GRB7,0.00010197545840865638
774,PRRX1,0.00010056256108631457
775,F12,9.967740857253851e-05
776,ADAM28,9.796086765768592e-05
777,VRK1,9.164515905597272e-05
778,EIF2AK1,8.487099020162856e-05
779,JUN,8.416160436139006e-05
780,FANCC,8.326751808815022e-05
781,FANCE,8.31820723018744e-05
782,CDK17,8.267669984567225e-05
783,MLH1,7.844094982637612e-05
784,FANCA,7.710599368019439e-05
785,MAPK13,7.563449438054075e-05
786,NFATC1,7.545628503352652e-05
787,PAK2,7.136007754898104e-05
788,TAOK3,7.12950970123326e-05
789,IFNB1,7.079589775034455e-05
790,ETV4,7.01141408916019e-05
791,FH,6.966478246012294e-05
792,CHN1,6.892326692683397e-05
793,CLPTM1,6.843620657539058e-05
794,ARHGEF12,6.796194824715881e-05
795,CASP6,6.210275754193399e-05
796,CDC34,6.105992458003794e-05
